UUID,legislative_body,bill_number,status,status_date,title,description,legiscan_url,last_action
US-HB970,US,HB970,Introduced,2025-02-04,"To amend title 38, United States Code, to require the Secretary of Veterans Affairs to periodically review the automatic maximum coverage under the Servicemembers' Group Life Insurance program and the Veterans' Group Life Insurance program, and for other purposes.","To amend title 38, United States Code, to require the Secretary of Veterans Affairs to periodically review the automatic maximum coverage under the Servicemembers' Group Life Insurance program and the Veterans' Group Life Insurance program, and for other purposes.",https://legiscan.com/US/bill/HB970/2025,Referred to the House Committee on Veterans' Affairs.
US-HB971,US,HB971,Introduced,2025-02-04,"To enhance safety requirements for trains transporting hazardous materials, and for other purposes.","To enhance safety requirements for trains transporting hazardous materials, and for other purposes.",https://legiscan.com/US/bill/HB971/2025,Referred to the House Committee on Transportation and Infrastructure.
US-HB972,US,HB972,Introduced,2025-02-04,"To amend the Sloan Canyon National Conservation Area Act to adjust the boundary of the Sloan Canyon National Conservation Area, and for other purposes.","To amend the Sloan Canyon National Conservation Area Act to adjust the boundary of the Sloan Canyon National Conservation Area, and for other purposes.",https://legiscan.com/US/bill/HB972/2025,Referred to the House Committee on Natural Resources.
US-HB973,US,HB973,Introduced,2025-02-04,To establish consumer standards for lithium-ion batteries.,To establish consumer standards for lithium-ion batteries.,https://legiscan.com/US/bill/HB973/2025,Referred to the House Committee on Energy and Commerce.
US-HB974,US,HB974,Introduced,2025-02-04,"To require the Administrator of the Small Business Administration to ensure that the small business regulatory budget for a small business concern in a fiscal year is not greater than 0, and for other purposes.","To require the Administrator of the Small Business Administration to ensure that the small business regulatory budget for a small business concern in a fiscal year is not greater than 0, and for other purposes.",https://legiscan.com/US/bill/HB974/2025,Referred to the House Committee on Small Business.
US-HB975,US,HB975,Held,2025-02-11,Credit Union Board Modernization Act,"To amend the Federal Credit Union Act to modify the frequency of board of directors meetings, and for other purposes.",https://legiscan.com/US/bill/HB975/2025,"Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
US-HB976,US,HB976,Introduced,2025-02-04,To repeal the small business loan data collection requirements under the Equal Credit Opportunity Act.,To repeal the small business loan data collection requirements under the Equal Credit Opportunity Act.,https://legiscan.com/US/bill/HB976/2025,Referred to the House Committee on Financial Services.
US-HB977,US,HB977,Introduced,2025-02-05,"To permit Federal employees who are spouses of members of the armed forces to engage in telework and remote work, and for other purposes.","To permit Federal employees who are spouses of members of the armed forces to engage in telework and remote work, and for other purposes.",https://legiscan.com/US/bill/HB977/2025,Referred to the House Committee on Oversight and Government Reform.
US-HB978,US,HB978,Introduced,2025-02-05,"To rescind Public Land Order 7917, to reinstate mineral leases and permits in the Superior National Forest, to ensure timely review of Mine Plans of Operations, and for other purposes.","To rescind Public Land Order 7917, to reinstate mineral leases and permits in the Superior National Forest, to ensure timely review of Mine Plans of Operations, and for other purposes.",https://legiscan.com/US/bill/HB978/2025,Referred to the House Committee on Natural Resources.
US-HB979,US,HB979,Introduced,2025-02-05,"To require the Secretary of Transportation to issue a rule requiring access to AM broadcast stations in motor vehicles, and for other purposes.","To require the Secretary of Transportation to issue a rule requiring access to AM broadcast stations in motor vehicles, and for other purposes.",https://legiscan.com/US/bill/HB979/2025,Referred to the Subcommittee on Transportation and Maritime Security.
US-HB980,US,HB980,Introduced,2025-02-05,"To amend title 38, United States Code, to make certain improvements to the provision of on-campus educational and vocational counseling by the Department of Veterans Affairs, and for other purposes.","To amend title 38, United States Code, to make certain improvements to the provision of on-campus educational and vocational counseling by the Department of Veterans Affairs, and for other purposes.",https://legiscan.com/US/bill/HB980/2025,Referred to the House Committee on Veterans' Affairs.
US-HB981,US,HB981,Introduced,2025-02-05,"To amend title 38, United States Code, to improve the processes to approve programs of education for purposes of the educational assistance programs of the Department of Veterans Affairs, and for other purposes.","To amend title 38, United States Code, to improve the processes to approve programs of education for purposes of the educational assistance programs of the Department of Veterans Affairs, and for other purposes.",https://legiscan.com/US/bill/HB981/2025,Referred to the House Committee on Veterans' Affairs.
US-HB982,US,HB982,Introduced,2025-02-05,"To amend title 38, United States Code, to increase the amount of educational assistance paid by the Secretary of Veterans Affairs to an eligible individual during the first year of a full-time program of apprenticeship or other on-job training.","To amend title 38, United States Code, to increase the amount of educational assistance paid by the Secretary of Veterans Affairs to an eligible individual during the first year of a full-time program of apprenticeship or other on-job training.",https://legiscan.com/US/bill/HB982/2025,Referred to the House Committee on Veterans' Affairs.
US-HB983,US,HB983,Introduced,2025-02-05,"To Amend title 38, United States Code, to direct the Secretary of Veterans Affairs to disapprove courses of education offered by a public institution of higher learning that does not charge the in-State tuition rate to a veteran using certain educational assistance under title 10 of such Code, and for other purposes.","To Amend title 38, United States Code, to direct the Secretary of Veterans Affairs to disapprove courses of education offered by a public institution of higher learning that does not charge the in-State tuition rate to a veteran using certain educational assistance under title 10 of such Code, and for other purposes.",https://legiscan.com/US/bill/HB983/2025,"Referred to the Committee on Veterans' Affairs, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
